resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,generation_to_suppression,type
5.00E-02,3.4,0.5,6.0,linear,NAN,normal
5.00E-02,3.55,0.5,6.0,linear,NAN,normal
5.00E-02,3.7,0.5,6.0,linear,124.000,normal
5.00E-02,3.85,0.5,6.0,linear,96.100,normal
5.00E-02,4.0,0.5,6.0,linear,81.500,normal
5.00E-02,4.15,0.5,6.0,linear,74.150,normal
5.00E-02,4.3,0.5,6.0,linear,69.250,normal
5.00E-02,4.45,0.5,6.0,linear,66.100,normal
5.00E-02,4.6,0.5,6.0,linear,62.700,normal
5.00E-02,4.75,0.5,6.0,linear,59.650,normal
5.00E-02,4.9,0.5,6.0,linear,57.600,normal
5.00E-02,5.05,0.5,6.0,linear,55.450,normal
5.00E-02,5.2,0.5,6.0,linear,54.550,normal
5.00E-02,5.35,0.5,6.0,linear,52.550,normal
5.00E-02,5.5,0.5,6.0,linear,51.000,normal
5.00E-03,2.5,0.5,6.0,linear,NAN,normal
5.00E-03,2.65,0.5,6.0,linear,NAN,normal
5.00E-03,2.8,0.5,6.0,linear,NAN,normal
5.00E-03,2.95,0.5,6.0,linear,NAN,normal
5.00E-03,3.1,0.5,6.0,linear,NAN,normal
5.00E-03,3.25,0.5,6.0,linear,148.076,normal
5.00E-03,3.4,0.5,6.0,linear,107.350,normal
5.00E-03,3.55,0.5,6.0,linear,92.350,normal
5.00E-03,3.7,0.5,6.0,linear,82.750,normal
5.00E-03,3.85,0.5,6.0,linear,77.350,normal
5.00E-03,4.0,0.5,6.0,linear,71.750,normal
5.00E-03,4.15,0.5,6.0,linear,66.750,normal
5.00E-03,4.3,0.5,6.0,linear,64.800,normal
5.00E-03,4.45,0.5,6.0,linear,62.450,normal
5.00E-03,4.6,0.5,6.0,linear,59.850,normal
5.00E-03,4.75,0.5,6.0,linear,57.700,normal
5.00E-03,4.9,0.5,6.0,linear,55.800,normal
5.00E-03,5.05,0.5,6.0,linear,53.950,normal
5.00E-03,5.2,0.5,6.0,linear,52.850,normal
5.00E-03,5.35,0.5,6.0,linear,51.400,normal
5.00E-03,5.5,0.5,6.0,linear,49.800,normal
5.00E-04,2.5,0.5,6.0,linear,NAN,normal
5.00E-04,2.65,0.5,6.0,linear,NAN,normal
5.00E-04,2.8,0.5,6.0,linear,NAN,normal
5.00E-04,2.95,0.5,6.0,linear,NAN,normal
5.00E-04,3.1,0.5,6.0,linear,160.368,normal
5.00E-04,3.25,0.5,6.0,linear,118.600,normal
5.00E-04,3.4,0.5,6.0,linear,100.600,normal
5.00E-04,3.55,0.5,6.0,linear,89.150,normal
5.00E-04,3.7,0.5,6.0,linear,80.900,normal
5.00E-04,3.85,0.5,6.0,linear,74.950,normal
5.00E-04,4.0,0.5,6.0,linear,71.100,normal
5.00E-04,4.15,0.5,6.0,linear,66.750,normal
5.00E-04,4.3,0.5,6.0,linear,64.250,normal
5.00E-04,4.45,0.5,6.0,linear,61.900,normal
5.00E-04,4.6,0.5,6.0,linear,59.200,normal
5.00E-04,4.75,0.5,6.0,linear,58.300,normal
5.00E-04,4.9,0.5,6.0,linear,55.450,normal
5.00E-04,5.05,0.5,6.0,linear,54.050,normal
5.00E-04,5.2,0.5,6.0,linear,52.900,normal
5.00E-04,5.35,0.5,6.0,linear,51.450,normal
5.00E-04,5.5,0.5,6.0,linear,50.400,normal
5.00E-05,2.5,0.5,6.0,linear,NAN,normal
5.00E-05,2.65,0.5,6.0,linear,NAN,normal
5.00E-05,2.8,0.5,6.0,linear,NAN,normal
5.00E-05,2.95,0.5,6.0,linear,271.000,normal
5.00E-05,3.1,0.5,6.0,linear,152.150,normal
5.00E-05,3.25,0.5,6.0,linear,115.650,normal
5.00E-05,3.4,0.5,6.0,linear,100.300,normal
5.00E-05,3.55,0.5,6.0,linear,89.050,normal
5.00E-05,3.7,0.5,6.0,linear,81.050,normal
5.00E-05,3.85,0.5,6.0,linear,75.050,normal
5.00E-05,4.0,0.5,6.0,linear,71.100,normal
5.00E-05,4.15,0.5,6.0,linear,66.900,normal
5.00E-05,4.3,0.5,6.0,linear,64.100,normal
5.00E-05,4.45,0.5,6.0,linear,61.600,normal
5.00E-05,4.6,0.5,6.0,linear,59.450,normal
5.00E-05,4.75,0.5,6.0,linear,57.000,normal
5.00E-05,4.9,0.5,6.0,linear,55.950,normal
5.00E-05,5.05,0.5,6.0,linear,54.000,normal
5.00E-05,5.2,0.5,6.0,linear,52.750,normal
5.00E-05,5.35,0.5,6.0,linear,51.050,normal
5.00E-05,5.5,0.5,6.0,linear,50.650,normal
7.92E-02,2.5,0.5,6.0,linear,NAN,normal
7.92E-02,2.65,0.5,6.0,linear,NAN,normal
7.92E-02,2.8,0.5,6.0,linear,NAN,normal
7.92E-02,2.95,0.5,6.0,linear,NAN,normal
7.92E-02,3.1,0.5,6.0,linear,NAN,normal
7.92E-02,3.25,0.5,6.0,linear,NAN,normal
7.92E-02,3.4,0.5,6.0,linear,NAN,normal
7.92E-02,3.55,0.5,6.0,linear,NAN,normal
7.92E-02,3.7,0.5,6.0,linear,NAN,normal
7.92E-02,3.85,0.5,6.0,linear,NAN,normal
7.92E-02,4.0,0.5,6.0,linear,97.368,normal
7.92E-02,4.15,0.5,6.0,linear,81.500,normal
7.92E-02,4.3,0.5,6.0,linear,74.650,normal
7.92E-02,4.45,0.5,6.0,linear,68.000,normal
7.92E-02,4.6,0.5,6.0,linear,64.150,normal
7.92E-02,4.75,0.5,6.0,linear,61.750,normal
7.92E-02,4.9,0.5,6.0,linear,59.600,normal
7.92E-02,5.05,0.5,6.0,linear,57.200,normal
7.92E-02,5.2,0.5,6.0,linear,55.900,normal
7.92E-02,5.35,0.5,6.0,linear,53.700,normal
7.92E-02,5.5,0.5,6.0,linear,51.700,normal
7.92E-03,2.5,0.5,6.0,linear,NAN,normal
7.92E-03,2.65,0.5,6.0,linear,NAN,normal
7.92E-03,2.8,0.5,6.0,linear,NAN,normal
7.92E-03,2.95,0.5,6.0,linear,NAN,normal
7.92E-03,3.1,0.5,6.0,linear,NAN,normal
7.92E-03,3.25,0.5,6.0,linear,NAN,normal
7.92E-03,3.4,0.5,6.0,linear,111.650,normal
7.92E-03,3.55,0.5,6.0,linear,95.600,normal
7.92E-03,3.7,0.5,6.0,linear,84.050,normal
7.92E-03,3.85,0.5,6.0,linear,76.200,normal
7.92E-03,4.0,0.5,6.0,linear,72.700,normal
7.92E-03,4.15,0.5,6.0,linear,68.150,normal
7.92E-03,4.3,0.5,6.0,linear,65.550,normal
7.92E-03,4.45,0.5,6.0,linear,62.350,normal
7.92E-03,4.6,0.5,6.0,linear,59.900,normal
7.92E-03,4.75,0.5,6.0,linear,57.150,normal
7.92E-03,4.9,0.5,6.0,linear,55.700,normal
7.92E-03,5.05,0.5,6.0,linear,53.900,normal
7.92E-03,5.2,0.5,6.0,linear,52.850,normal
7.92E-03,5.35,0.5,6.0,linear,52.000,normal
7.92E-03,5.5,0.5,6.0,linear,50.750,normal
7.92E-04,2.5,0.5,6.0,linear,NAN,normal
7.92E-04,2.65,0.5,6.0,linear,NAN,normal
7.92E-04,2.8,0.5,6.0,linear,NAN,normal
7.92E-04,2.95,0.5,6.0,linear,NAN,normal
7.92E-04,3.1,0.5,6.0,linear,168.750,normal
7.92E-04,3.25,0.5,6.0,linear,118.750,normal
7.92E-04,3.4,0.5,6.0,linear,100.350,normal
7.92E-04,3.55,0.5,6.0,linear,89.350,normal
7.92E-04,3.7,0.5,6.0,linear,81.350,normal
7.92E-04,3.85,0.5,6.0,linear,74.600,normal
7.92E-04,4.0,0.5,6.0,linear,70.950,normal
7.92E-04,4.15,0.5,6.0,linear,66.750,normal
7.92E-04,4.3,0.5,6.0,linear,64.250,normal
7.92E-04,4.45,0.5,6.0,linear,61.400,normal
7.92E-04,4.6,0.5,6.0,linear,59.200,normal
7.92E-04,4.75,0.5,6.0,linear,57.650,normal
7.92E-04,4.9,0.5,6.0,linear,55.250,normal
7.92E-04,5.05,0.5,6.0,linear,53.700,normal
7.92E-04,5.2,0.5,6.0,linear,52.300,normal
7.92E-04,5.35,0.5,6.0,linear,51.650,normal
7.92E-04,5.5,0.5,6.0,linear,50.500,normal
7.92E-05,2.5,0.5,6.0,linear,NAN,normal
7.92E-05,2.65,0.5,6.0,linear,NAN,normal
7.92E-05,2.8,0.5,6.0,linear,NAN,normal
7.92E-05,2.95,0.5,6.0,linear,250.000,normal
7.92E-05,3.1,0.5,6.0,linear,152.850,normal
7.92E-05,3.25,0.5,6.0,linear,117.200,normal
7.92E-05,3.4,0.5,6.0,linear,99.500,normal
7.92E-05,3.55,0.5,6.0,linear,88.250,normal
7.92E-05,3.7,0.5,6.0,linear,80.450,normal
7.92E-05,3.85,0.5,6.0,linear,74.500,normal
7.92E-05,4.0,0.5,6.0,linear,70.450,normal
7.92E-05,4.15,0.5,6.0,linear,67.550,normal
7.92E-05,4.3,0.5,6.0,linear,64.200,normal
7.92E-05,4.45,0.5,6.0,linear,61.050,normal
7.92E-05,4.6,0.5,6.0,linear,59.250,normal
7.92E-05,4.75,0.5,6.0,linear,57.150,normal
7.92E-05,4.9,0.5,6.0,linear,55.400,normal
7.92E-05,5.05,0.5,6.0,linear,54.150,normal
7.92E-05,5.2,0.5,6.0,linear,51.850,normal
7.92E-05,5.35,0.5,6.0,linear,51.500,normal
7.92E-05,5.5,0.5,6.0,linear,50.000,normal
0.000,0.5,0.5,6.0,linear,NAN,recessivelethal
0.000,0.65,0.5,6.0,linear,NAN,recessivelethal
0.000,0.8,0.5,6.0,linear,NAN,recessivelethal
0.000,0.95,0.5,6.0,linear,NAN,recessivelethal
0.000,1.1,0.5,6.0,linear,NAN,recessivelethal
0.000,1.25,0.5,6.0,linear,NAN,recessivelethal
0.000,1.4,0.5,6.0,linear,NAN,recessivelethal
0.000,1.55,0.5,6.0,linear,NAN,recessivelethal
0.000,1.7,0.5,6.0,linear,NAN,recessivelethal
0.000,1.85,0.5,6.0,linear,NAN,recessivelethal
0.000,2.0,0.5,6.0,linear,NAN,recessivelethal
0.000,2.15,0.5,6.0,linear,NAN,recessivelethal
0.000,2.3,0.5,6.0,linear,NAN,recessivelethal
0.000,2.45,0.5,6.0,linear,NAN,recessivelethal
0.000,2.6,0.5,6.0,linear,NAN,recessivelethal
0.000,2.75,0.5,6.0,linear,NAN,recessivelethal
0.000,2.9,0.5,6.0,linear,NAN,recessivelethal
0.000,3.05,0.5,6.0,linear,172.200,recessivelethal
0.000,3.2,0.5,6.0,linear,125.450,recessivelethal
0.000,3.35,0.5,6.0,linear,104.850,recessivelethal
0.000,3.5,0.5,6.0,linear,92.750,recessivelethal
0.025,0.5,0.5,6.0,linear,NAN,recessivelethal
0.025,0.65,0.5,6.0,linear,NAN,recessivelethal
0.025,0.8,0.5,6.0,linear,NAN,recessivelethal
0.025,0.95,0.5,6.0,linear,NAN,recessivelethal
0.025,1.1,0.5,6.0,linear,NAN,recessivelethal
0.025,1.25,0.5,6.0,linear,NAN,recessivelethal
0.025,1.4,0.5,6.0,linear,NAN,recessivelethal
0.025,1.55,0.5,6.0,linear,NAN,recessivelethal
0.025,1.7,0.5,6.0,linear,NAN,recessivelethal
0.025,1.85,0.5,6.0,linear,NAN,recessivelethal
0.025,2.0,0.5,6.0,linear,NAN,recessivelethal
0.025,2.15,0.5,6.0,linear,NAN,recessivelethal
0.025,2.3,0.5,6.0,linear,NAN,recessivelethal
0.025,2.45,0.5,6.0,linear,NAN,recessivelethal
0.025,2.6,0.5,6.0,linear,NAN,recessivelethal
0.025,2.75,0.5,6.0,linear,NAN,recessivelethal
0.025,2.9,0.5,6.0,linear,NAN,recessivelethal
0.025,3.05,0.5,6.0,linear,NAN,recessivelethal
0.025,3.2,0.5,6.0,linear,210.850,recessivelethal
0.025,3.35,0.5,6.0,linear,124.150,recessivelethal
0.025,3.5,0.5,6.0,linear,101.300,recessivelethal
0.050,0.5,0.5,6.0,linear,NAN,recessivelethal
0.050,0.65,0.5,6.0,linear,NAN,recessivelethal
0.050,0.8,0.5,6.0,linear,NAN,recessivelethal
0.050,0.95,0.5,6.0,linear,NAN,recessivelethal
0.050,1.1,0.5,6.0,linear,NAN,recessivelethal
0.050,1.25,0.5,6.0,linear,NAN,recessivelethal
0.050,1.4,0.5,6.0,linear,NAN,recessivelethal
0.050,1.55,0.5,6.0,linear,NAN,recessivelethal
0.050,1.7,0.5,6.0,linear,NAN,recessivelethal
0.050,1.85,0.5,6.0,linear,NAN,recessivelethal
0.050,2.0,0.5,6.0,linear,NAN,recessivelethal
0.050,2.15,0.5,6.0,linear,NAN,recessivelethal
0.050,2.3,0.5,6.0,linear,NAN,recessivelethal
0.050,2.45,0.5,6.0,linear,NAN,recessivelethal
0.050,2.6,0.5,6.0,linear,NAN,recessivelethal
0.050,2.75,0.5,6.0,linear,NAN,recessivelethal
0.050,2.9,0.5,6.0,linear,NAN,recessivelethal
0.050,3.05,0.5,6.0,linear,NAN,recessivelethal
0.050,3.2,0.5,6.0,linear,199.800,recessivelethal
0.050,3.35,0.5,6.0,linear,126.100,recessivelethal
0.050,3.5,0.5,6.0,linear,103.100,recessivelethal
0.075,0.5,0.5,6.0,linear,NAN,recessivelethal
0.075,0.65,0.5,6.0,linear,NAN,recessivelethal
0.075,0.8,0.5,6.0,linear,NAN,recessivelethal
0.075,0.95,0.5,6.0,linear,NAN,recessivelethal
0.075,1.1,0.5,6.0,linear,NAN,recessivelethal
0.075,1.25,0.5,6.0,linear,NAN,recessivelethal
0.075,1.4,0.5,6.0,linear,NAN,recessivelethal
0.075,1.55,0.5,6.0,linear,NAN,recessivelethal
0.075,1.7,0.5,6.0,linear,NAN,recessivelethal
0.075,1.85,0.5,6.0,linear,NAN,recessivelethal
0.075,2.0,0.5,6.0,linear,NAN,recessivelethal
0.075,2.15,0.5,6.0,linear,NAN,recessivelethal
0.075,2.3,0.5,6.0,linear,NAN,recessivelethal
0.075,2.45,0.5,6.0,linear,NAN,recessivelethal
0.075,2.6,0.5,6.0,linear,NAN,recessivelethal
0.075,2.75,0.5,6.0,linear,NAN,recessivelethal
0.075,2.9,0.5,6.0,linear,NAN,recessivelethal
0.075,3.05,0.5,6.0,linear,NAN,recessivelethal
0.075,3.2,0.5,6.0,linear,171.050,recessivelethal
0.075,3.35,0.5,6.0,linear,123.350,recessivelethal
0.075,3.5,0.5,6.0,linear,100.850,recessivelethal
0.100,0.5,0.5,6.0,linear,NAN,recessivelethal
0.100,0.65,0.5,6.0,linear,NAN,recessivelethal
0.100,0.8,0.5,6.0,linear,NAN,recessivelethal
0.100,0.95,0.5,6.0,linear,NAN,recessivelethal
0.100,1.1,0.5,6.0,linear,NAN,recessivelethal
0.100,1.25,0.5,6.0,linear,NAN,recessivelethal
0.100,1.4,0.5,6.0,linear,NAN,recessivelethal
0.100,1.55,0.5,6.0,linear,NAN,recessivelethal
0.100,1.7,0.5,6.0,linear,NAN,recessivelethal
0.100,1.85,0.5,6.0,linear,NAN,recessivelethal
0.100,2.0,0.5,6.0,linear,NAN,recessivelethal
0.100,2.15,0.5,6.0,linear,NAN,recessivelethal
0.100,2.3,0.5,6.0,linear,NAN,recessivelethal
0.100,2.45,0.5,6.0,linear,NAN,recessivelethal
0.100,2.6,0.5,6.0,linear,NAN,recessivelethal
0.100,2.75,0.5,6.0,linear,NAN,recessivelethal
0.100,2.9,0.5,6.0,linear,NAN,recessivelethal
0.100,3.05,0.5,6.0,linear,265.333,recessivelethal
0.100,3.2,0.5,6.0,linear,154.300,recessivelethal
0.100,3.35,0.5,6.0,linear,117.400,recessivelethal
0.100,3.5,0.5,6.0,linear,98.900,recessivelethal
0.125,0.5,0.5,6.0,linear,NAN,recessivelethal
0.125,0.65,0.5,6.0,linear,NAN,recessivelethal
0.125,0.8,0.5,6.0,linear,NAN,recessivelethal
0.125,0.95,0.5,6.0,linear,NAN,recessivelethal
0.125,1.1,0.5,6.0,linear,NAN,recessivelethal
0.125,1.25,0.5,6.0,linear,NAN,recessivelethal
0.125,1.4,0.5,6.0,linear,NAN,recessivelethal
0.125,1.55,0.5,6.0,linear,NAN,recessivelethal
0.125,1.7,0.5,6.0,linear,NAN,recessivelethal
0.125,1.85,0.5,6.0,linear,NAN,recessivelethal
0.125,2.0,0.5,6.0,linear,NAN,recessivelethal
0.125,2.15,0.5,6.0,linear,NAN,recessivelethal
0.125,2.3,0.5,6.0,linear,NAN,recessivelethal
0.125,2.45,0.5,6.0,linear,NAN,recessivelethal
0.125,2.6,0.5,6.0,linear,NAN,recessivelethal
0.125,2.75,0.5,6.0,linear,NAN,recessivelethal
0.125,2.9,0.5,6.0,linear,NAN,recessivelethal
0.125,3.05,0.5,6.0,linear,243.850,recessivelethal
0.125,3.2,0.5,6.0,linear,141.350,recessivelethal
0.125,3.35,0.5,6.0,linear,113.600,recessivelethal
0.125,3.5,0.5,6.0,linear,96.800,recessivelethal
0.150,0.5,0.5,6.0,linear,NAN,recessivelethal
0.150,0.65,0.5,6.0,linear,NAN,recessivelethal
0.150,0.8,0.5,6.0,linear,NAN,recessivelethal
0.150,0.95,0.5,6.0,linear,NAN,recessivelethal
0.150,1.1,0.5,6.0,linear,NAN,recessivelethal
0.150,1.25,0.5,6.0,linear,NAN,recessivelethal
0.150,1.4,0.5,6.0,linear,NAN,recessivelethal
0.150,1.55,0.5,6.0,linear,NAN,recessivelethal
0.150,1.7,0.5,6.0,linear,NAN,recessivelethal
0.150,1.85,0.5,6.0,linear,NAN,recessivelethal
0.150,2.0,0.5,6.0,linear,NAN,recessivelethal
0.150,2.15,0.5,6.0,linear,NAN,recessivelethal
0.150,2.3,0.5,6.0,linear,NAN,recessivelethal
0.150,2.45,0.5,6.0,linear,NAN,recessivelethal
0.150,2.6,0.5,6.0,linear,NAN,recessivelethal
0.150,2.75,0.5,6.0,linear,NAN,recessivelethal
0.150,2.9,0.5,6.0,linear,NAN,recessivelethal
0.150,3.05,0.5,6.0,linear,187.950,recessivelethal
0.150,3.2,0.5,6.0,linear,129.000,recessivelethal
0.150,3.35,0.5,6.0,linear,106.750,recessivelethal
0.150,3.5,0.5,6.0,linear,94.000,recessivelethal
0.175,0.5,0.5,6.0,linear,NAN,recessivelethal
0.175,0.65,0.5,6.0,linear,NAN,recessivelethal
0.175,0.8,0.5,6.0,linear,NAN,recessivelethal
0.175,0.95,0.5,6.0,linear,NAN,recessivelethal
0.175,1.1,0.5,6.0,linear,NAN,recessivelethal
0.175,1.25,0.5,6.0,linear,NAN,recessivelethal
0.175,1.4,0.5,6.0,linear,NAN,recessivelethal
0.175,1.55,0.5,6.0,linear,NAN,recessivelethal
0.175,1.7,0.5,6.0,linear,NAN,recessivelethal
0.175,1.85,0.5,6.0,linear,NAN,recessivelethal
0.175,2.0,0.5,6.0,linear,NAN,recessivelethal
0.175,2.15,0.5,6.0,linear,NAN,recessivelethal
0.175,2.3,0.5,6.0,linear,NAN,recessivelethal
0.175,2.45,0.5,6.0,linear,NAN,recessivelethal
0.175,2.6,0.5,6.0,linear,NAN,recessivelethal
0.175,2.75,0.5,6.0,linear,NAN,recessivelethal
0.175,2.9,0.5,6.0,linear,NAN,recessivelethal
0.175,3.05,0.5,6.0,linear,163.850,recessivelethal
0.175,3.2,0.5,6.0,linear,124.400,recessivelethal
0.175,3.35,0.5,6.0,linear,104.200,recessivelethal
0.175,3.5,0.5,6.0,linear,90.200,recessivelethal
0.200,0.5,0.5,6.0,linear,NAN,recessivelethal
0.200,0.65,0.5,6.0,linear,NAN,recessivelethal
0.200,0.8,0.5,6.0,linear,NAN,recessivelethal
0.200,0.95,0.5,6.0,linear,NAN,recessivelethal
0.200,1.1,0.5,6.0,linear,NAN,recessivelethal
0.200,1.25,0.5,6.0,linear,NAN,recessivelethal
0.200,1.4,0.5,6.0,linear,NAN,recessivelethal
0.200,1.55,0.5,6.0,linear,NAN,recessivelethal
0.200,1.7,0.5,6.0,linear,NAN,recessivelethal
0.200,1.85,0.5,6.0,linear,NAN,recessivelethal
0.200,2.0,0.5,6.0,linear,NAN,recessivelethal
0.200,2.15,0.5,6.0,linear,NAN,recessivelethal
0.200,2.3,0.5,6.0,linear,NAN,recessivelethal
0.200,2.45,0.5,6.0,linear,NAN,recessivelethal
0.200,2.6,0.5,6.0,linear,NAN,recessivelethal
0.200,2.75,0.5,6.0,linear,NAN,recessivelethal
0.200,2.9,0.5,6.0,linear,253.578,recessivelethal
0.200,3.05,0.5,6.0,linear,144.150,recessivelethal
0.200,3.2,0.5,6.0,linear,114.050,recessivelethal
0.200,3.35,0.5,6.0,linear,98.250,recessivelethal
0.200,3.5,0.5,6.0,linear,88.100,recessivelethal
0.225,0.5,0.5,6.0,linear,NAN,recessivelethal
0.225,0.65,0.5,6.0,linear,NAN,recessivelethal
0.225,0.8,0.5,6.0,linear,NAN,recessivelethal
0.225,0.95,0.5,6.0,linear,NAN,recessivelethal
0.225,1.1,0.5,6.0,linear,NAN,recessivelethal
0.225,1.25,0.5,6.0,linear,NAN,recessivelethal
0.225,1.4,0.5,6.0,linear,NAN,recessivelethal
0.225,1.55,0.5,6.0,linear,NAN,recessivelethal
0.225,1.7,0.5,6.0,linear,NAN,recessivelethal
0.225,1.85,0.5,6.0,linear,NAN,recessivelethal
0.225,2.0,0.5,6.0,linear,NAN,recessivelethal
0.225,2.15,0.5,6.0,linear,NAN,recessivelethal
0.225,2.3,0.5,6.0,linear,NAN,recessivelethal
0.225,2.45,0.5,6.0,linear,NAN,recessivelethal
0.225,2.6,0.5,6.0,linear,NAN,recessivelethal
0.225,2.75,0.5,6.0,linear,NAN,recessivelethal
0.225,2.9,0.5,6.0,linear,198.550,recessivelethal
0.225,3.05,0.5,6.0,linear,134.400,recessivelethal
0.225,3.2,0.5,6.0,linear,108.200,recessivelethal
0.225,3.35,0.5,6.0,linear,94.350,recessivelethal
0.225,3.5,0.5,6.0,linear,85.550,recessivelethal
0.250,0.5,0.5,6.0,linear,NAN,recessivelethal
0.250,0.65,0.5,6.0,linear,NAN,recessivelethal
0.250,0.8,0.5,6.0,linear,NAN,recessivelethal
0.250,0.95,0.5,6.0,linear,NAN,recessivelethal
0.250,1.1,0.5,6.0,linear,NAN,recessivelethal
0.250,1.25,0.5,6.0,linear,NAN,recessivelethal
0.250,1.4,0.5,6.0,linear,NAN,recessivelethal
0.250,1.55,0.5,6.0,linear,NAN,recessivelethal
0.250,1.7,0.5,6.0,linear,NAN,recessivelethal
0.250,1.85,0.5,6.0,linear,NAN,recessivelethal
0.250,2.0,0.5,6.0,linear,NAN,recessivelethal
0.250,2.15,0.5,6.0,linear,NAN,recessivelethal
0.250,2.3,0.5,6.0,linear,NAN,recessivelethal
0.250,2.45,0.5,6.0,linear,NAN,recessivelethal
0.250,2.6,0.5,6.0,linear,NAN,recessivelethal
0.250,2.75,0.5,6.0,linear,NAN,recessivelethal
0.250,2.9,0.5,6.0,linear,164.600,recessivelethal
0.250,3.05,0.5,6.0,linear,122.850,recessivelethal
0.250,3.2,0.5,6.0,linear,103.250,recessivelethal
0.250,3.35,0.5,6.0,linear,90.750,recessivelethal
0.250,3.5,0.5,6.0,linear,82.800,recessivelethal
0.275,0.5,0.5,6.0,linear,NAN,recessivelethal
0.275,0.65,0.5,6.0,linear,NAN,recessivelethal
0.275,0.8,0.5,6.0,linear,NAN,recessivelethal
0.275,0.95,0.5,6.0,linear,NAN,recessivelethal
0.275,1.1,0.5,6.0,linear,NAN,recessivelethal
0.275,1.25,0.5,6.0,linear,NAN,recessivelethal
0.275,1.4,0.5,6.0,linear,NAN,recessivelethal
0.275,1.55,0.5,6.0,linear,NAN,recessivelethal
0.275,1.7,0.5,6.0,linear,NAN,recessivelethal
0.275,1.85,0.5,6.0,linear,NAN,recessivelethal
0.275,2.0,0.5,6.0,linear,NAN,recessivelethal
0.275,2.15,0.5,6.0,linear,NAN,recessivelethal
0.275,2.3,0.5,6.0,linear,NAN,recessivelethal
0.275,2.45,0.5,6.0,linear,NAN,recessivelethal
0.275,2.6,0.5,6.0,linear,NAN,recessivelethal
0.275,2.75,0.5,6.0,linear,260.588,recessivelethal
0.275,2.9,0.5,6.0,linear,148.150,recessivelethal
0.275,3.05,0.5,6.0,linear,114.850,recessivelethal
0.275,3.2,0.5,6.0,linear,97.550,recessivelethal
0.275,3.35,0.5,6.0,linear,88.050,recessivelethal
0.275,3.5,0.5,6.0,linear,80.700,recessivelethal
0.300,0.5,0.5,6.0,linear,NAN,recessivelethal
0.300,0.65,0.5,6.0,linear,NAN,recessivelethal
0.300,0.8,0.5,6.0,linear,NAN,recessivelethal
0.300,0.95,0.5,6.0,linear,NAN,recessivelethal
0.300,1.1,0.5,6.0,linear,NAN,recessivelethal
0.300,1.25,0.5,6.0,linear,NAN,recessivelethal
0.300,1.4,0.5,6.0,linear,NAN,recessivelethal
0.300,1.55,0.5,6.0,linear,NAN,recessivelethal
0.300,1.7,0.5,6.0,linear,NAN,recessivelethal
0.300,1.85,0.5,6.0,linear,NAN,recessivelethal
0.300,2.0,0.5,6.0,linear,NAN,recessivelethal
0.300,2.15,0.5,6.0,linear,NAN,recessivelethal
0.300,2.3,0.5,6.0,linear,NAN,recessivelethal
0.300,2.45,0.5,6.0,linear,NAN,recessivelethal
0.300,2.6,0.5,6.0,linear,NAN,recessivelethal
0.300,2.75,0.5,6.0,linear,203.450,recessivelethal
0.300,2.9,0.5,6.0,linear,134.050,recessivelethal
0.300,3.05,0.5,6.0,linear,109.150,recessivelethal
0.300,3.2,0.5,6.0,linear,94.600,recessivelethal
0.300,3.35,0.5,6.0,linear,84.700,recessivelethal
0.300,3.5,0.5,6.0,linear,79.150,recessivelethal
0.325,0.5,0.5,6.0,linear,NAN,recessivelethal
0.325,0.65,0.5,6.0,linear,NAN,recessivelethal
0.325,0.8,0.5,6.0,linear,NAN,recessivelethal
0.325,0.95,0.5,6.0,linear,NAN,recessivelethal
0.325,1.1,0.5,6.0,linear,NAN,recessivelethal
0.325,1.25,0.5,6.0,linear,NAN,recessivelethal
0.325,1.4,0.5,6.0,linear,NAN,recessivelethal
0.325,1.55,0.5,6.0,linear,NAN,recessivelethal
0.325,1.7,0.5,6.0,linear,NAN,recessivelethal
0.325,1.85,0.5,6.0,linear,NAN,recessivelethal
0.325,2.0,0.5,6.0,linear,NAN,recessivelethal
0.325,2.15,0.5,6.0,linear,NAN,recessivelethal
0.325,2.3,0.5,6.0,linear,NAN,recessivelethal
0.325,2.45,0.5,6.0,linear,NAN,recessivelethal
0.325,2.6,0.5,6.0,linear,290.000,recessivelethal
0.325,2.75,0.5,6.0,linear,166.150,recessivelethal
0.325,2.9,0.5,6.0,linear,121.350,recessivelethal
0.325,3.05,0.5,6.0,linear,103.500,recessivelethal
0.325,3.2,0.5,6.0,linear,91.300,recessivelethal
0.325,3.35,0.5,6.0,linear,83.800,recessivelethal
0.325,3.5,0.5,6.0,linear,76.650,recessivelethal
0.350,0.5,0.5,6.0,linear,NAN,recessivelethal
0.350,0.65,0.5,6.0,linear,NAN,recessivelethal
0.350,0.8,0.5,6.0,linear,NAN,recessivelethal
0.350,0.95,0.5,6.0,linear,NAN,recessivelethal
0.350,1.1,0.5,6.0,linear,NAN,recessivelethal
0.350,1.25,0.5,6.0,linear,NAN,recessivelethal
0.350,1.4,0.5,6.0,linear,NAN,recessivelethal
0.350,1.55,0.5,6.0,linear,NAN,recessivelethal
0.350,1.7,0.5,6.0,linear,NAN,recessivelethal
0.350,1.85,0.5,6.0,linear,NAN,recessivelethal
0.350,2.0,0.5,6.0,linear,NAN,recessivelethal
0.350,2.15,0.5,6.0,linear,NAN,recessivelethal
0.350,2.3,0.5,6.0,linear,NAN,recessivelethal
0.350,2.45,0.5,6.0,linear,NAN,recessivelethal
