resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,suppression_rate,type
0.400,2.9,0.5,6.0,linear,1.00,recessivelethal
0.400,3.05,0.5,6.0,linear,1.00,recessivelethal
0.400,3.2,0.5,6.0,linear,1.00,recessivelethal
0.400,3.35,0.5,6.0,linear,1.00,recessivelethal
0.400,3.5,0.5,6.0,linear,1.00,recessivelethal
0.425,0.5,0.5,6.0,linear,0,recessivelethal
0.425,0.65,0.5,6.0,linear,0,recessivelethal
0.425,0.8,0.5,6.0,linear,0,recessivelethal
0.425,0.95,0.5,6.0,linear,0,recessivelethal
0.425,1.1,0.5,6.0,linear,0,recessivelethal
0.425,1.25,0.5,6.0,linear,0,recessivelethal
0.425,1.4,0.5,6.0,linear,0,recessivelethal
0.425,1.55,0.5,6.0,linear,0,recessivelethal
0.425,1.7,0.5,6.0,linear,0,recessivelethal
0.425,1.85,0.5,6.0,linear,0,recessivelethal
0.425,2.0,0.5,6.0,linear,0,recessivelethal
0.425,2.15,0.5,6.0,linear,0,recessivelethal
0.425,2.3,0.5,6.0,linear,0,recessivelethal
0.425,2.45,0.5,6.0,linear,1.00,recessivelethal
0.425,2.6,0.5,6.0,linear,1.00,recessivelethal
0.425,2.75,0.5,6.0,linear,1.00,recessivelethal
0.425,2.9,0.5,6.0,linear,1.00,recessivelethal
0.425,3.05,0.5,6.0,linear,1.00,recessivelethal
0.425,3.2,0.5,6.0,linear,1.00,recessivelethal
0.425,3.35,0.5,6.0,linear,1.00,recessivelethal
0.425,3.5,0.5,6.0,linear,1.00,recessivelethal
0.450,0.5,0.5,6.0,linear,0,recessivelethal
0.450,0.65,0.5,6.0,linear,0,recessivelethal
0.450,0.8,0.5,6.0,linear,0,recessivelethal
0.450,0.95,0.5,6.0,linear,0,recessivelethal
0.450,1.1,0.5,6.0,linear,0,recessivelethal
0.450,1.25,0.5,6.0,linear,0,recessivelethal
0.450,1.4,0.5,6.0,linear,0,recessivelethal
0.450,1.55,0.5,6.0,linear,0,recessivelethal
0.450,1.7,0.5,6.0,linear,0,recessivelethal
0.450,1.85,0.5,6.0,linear,0,recessivelethal
0.450,2.0,0.5,6.0,linear,0,recessivelethal
0.450,2.15,0.5,6.0,linear,0,recessivelethal
0.450,2.3,0.5,6.0,linear,0,recessivelethal
0.450,2.45,0.5,6.0,linear,1.00,recessivelethal
0.450,2.6,0.5,6.0,linear,1.00,recessivelethal
0.450,2.75,0.5,6.0,linear,1.00,recessivelethal
0.450,2.9,0.5,6.0,linear,1.00,recessivelethal
0.450,3.05,0.5,6.0,linear,1.00,recessivelethal
0.450,3.2,0.5,6.0,linear,1.00,recessivelethal
0.450,3.35,0.5,6.0,linear,1.00,recessivelethal
0.450,3.5,0.5,6.0,linear,1.00,recessivelethal
0.475,0.5,0.5,6.0,linear,0,recessivelethal
0.475,0.65,0.5,6.0,linear,0,recessivelethal
0.475,0.8,0.5,6.0,linear,0,recessivelethal
0.475,0.95,0.5,6.0,linear,0,recessivelethal
0.475,1.1,0.5,6.0,linear,0,recessivelethal
0.475,1.25,0.5,6.0,linear,0,recessivelethal
0.475,1.4,0.5,6.0,linear,0,recessivelethal
0.475,1.55,0.5,6.0,linear,0,recessivelethal
0.475,1.7,0.5,6.0,linear,0,recessivelethal
0.475,1.85,0.5,6.0,linear,0,recessivelethal
0.475,2.0,0.5,6.0,linear,0,recessivelethal
0.475,2.15,0.5,6.0,linear,0,recessivelethal
0.475,2.3,0.5,6.0,linear,0,recessivelethal
0.475,2.45,0.5,6.0,linear,1.00,recessivelethal
0.475,2.6,0.5,6.0,linear,1.00,recessivelethal
0.475,2.75,0.5,6.0,linear,1.00,recessivelethal
0.475,2.9,0.5,6.0,linear,1.00,recessivelethal
0.475,3.05,0.5,6.0,linear,1.00,recessivelethal
0.475,3.2,0.5,6.0,linear,1.00,recessivelethal
0.475,3.35,0.5,6.0,linear,1.00,recessivelethal
0.475,3.5,0.5,6.0,linear,1.00,recessivelethal
0.500,0.5,0.5,6.0,linear,0,recessivelethal
0.500,0.65,0.5,6.0,linear,0,recessivelethal
0.500,0.8,0.5,6.0,linear,0,recessivelethal
0.500,0.95,0.5,6.0,linear,0,recessivelethal
0.500,1.1,0.5,6.0,linear,0,recessivelethal
0.500,1.25,0.5,6.0,linear,0,recessivelethal
0.500,1.4,0.5,6.0,linear,0,recessivelethal
0.500,1.55,0.5,6.0,linear,0,recessivelethal
0.500,1.7,0.5,6.0,linear,0,recessivelethal
0.500,1.85,0.5,6.0,linear,0,recessivelethal
0.500,2.0,0.5,6.0,linear,0,recessivelethal
0.500,2.15,0.5,6.0,linear,0,recessivelethal
0.500,2.3,0.5,6.0,linear,1.00,recessivelethal
0.500,2.45,0.5,6.0,linear,1.00,recessivelethal
0.500,2.6,0.5,6.0,linear,1.00,recessivelethal
0.500,2.75,0.5,6.0,linear,1.00,recessivelethal
0.500,2.9,0.5,6.0,linear,1.00,recessivelethal
0.500,3.05,0.5,6.0,linear,1.00,recessivelethal
0.500,3.2,0.5,6.0,linear,1.00,recessivelethal
0.500,3.35,0.5,6.0,linear,1.00,recessivelethal
0.500,3.5,0.5,6.0,linear,1.00,recessivelethal
